title,characters,url,Production code,Season №,Episode №,Airdate,U.S. premiere time (ET),Copyright year,U.S. viewers (millions),Running time,Sister episode(s),Writer(s),Storyboard Artist(s),Storyboard,Animation,Creative,Next,Previous,Guest(s),Supervising,Line Producer,Main,Supervising Producer(s),Technical,Animation Supervisor
Mustard O' Mine,"['SpongeBob SquarePants', 'Eugene H. Krabs', 'Patrick Star', 'Squidward Tentacles', 'Walter Haddock', 'Mummy', 'Unaccompanied minors', 'R.A. PennyPincher', 'Incidentals', 'Teen 8', 'Incidental 159', 'Incidental 64', 'Sandals', 'Incidental 11', 'Incidental 42', 'Incidental 30', 'Incidental 92', 'Incidental 85', 'Incidental 115', 'Fred', 'Incidental 1D', 'Incidental 151', 'Incidental 3', 'Incidental 8', 'John', 'Incidental 48', 'Incidental 41', 'Lenny', 'Incidental 87', 'Incidental 106', 'Incidental 40', 'Incidental 68', 'Incidental 105', 'Incidental 7', 'Incidental 107', 'Incidental 158', 'Incidental 31', 'Charlie', 'Incidental 163', 'Incidental 168', 'Incidental 160', 'Incidental 6', 'Incidental 27', 'Incidental 13', 'Incidental 45', 'Carol', 'Dodo', 'Incidental 24', 'Incidental 2', 'Frank', 'Don the Whale', 'Incidental 63', 'Steven', 'Incidental 14', 'Incidental 152', 'Incidental 9', 'Dale', 'Incidental 150', 'Incidental 37B', 'Incidental 69', 'Scooter', 'Incidental 93', 'Incidental 65', 'Incidental 10', 'Incidental 36', 'Incidental 47', 'Incidental 154', 'Incidental 18', 'Harris', 'Incidental 37A', 'Incidental 60', 'Incidental 67', 'Incidental 28', 'Incidental 153', 'Incidental 16', 'Bubba fish']",https://spongebob.fandom.com/wiki/Mustard_O%27_Mine,325-1147,11,232a,"May 10, 2018",7:00 pm,2018,1.30,"10 minutes, 57 seconds","""Shopping List""",Kaz,Brian Morante,,"['Alan Smart', 'Tom Yasumi']",,"""Shopping List""","""Ink Lemonade""",John Gegenhuber as Walter Haddock,Adam Paloian,,,"['Marc Ceccarelli', 'Vincent Waller']",,
Shopping List,"['SpongeBob SquarePants', 'French Narrator', 'Eugene H. Krabs', 'Sandy Cheeks', 'Sheldon J. Plankton', 'Karen Plankton', 'Fangtooth fish', 'Dirty Dan', 'Pinhead Larry', 'Yeti Krab', 'Flying Dutchman', 'Jellyfish', 'Incidentals', 'Fred', 'Incidental 24', 'Lenny', 'Incidental 153', 'Chum Bucket glove']",https://spongebob.fandom.com/wiki/Shopping_List,325-1140,11,232b,"July 26, 2018",6:00 pm,2018,1.08,"10 minutes, 50 seconds","""Mustard O' Mine""",Zeus Cervas,Zeus Cervas,,"['Alan Smart', 'Tom Yasumi']",,"""Whale Watching""","""Mustard O' Mine""",Brian Doyle-Murray as Flying Dutchman,Sherm Cohen,,,"['Marc Ceccarelli', 'Vincent Waller']",,
Whale Watching,"['SpongeBob SquarePants', 'Squidward Tentacles', 'Eugene H. Krabs', 'Pearl Krabs', 'French Narrator', 'Dylan', 'Redbeard Krabs', 'Boys Who Cry', 'Cindy', 'Marina', 'Nocturna', 'Nixie', 'Kid fish', 'Incidentals', 'Tom', 'Incidental 7', 'Incidental 8', 'Incidental 37A', 'Incidental 67KID', 'Incidental 68', 'Incidental 103', 'Incidental 105', 'Teen 7', 'Teen 9', '""Teen"" incidentals', 'Teen 5', 'Teen 6', 'Teen 7', 'Unknown ""Teen"" 1', 'Unknown ""Teen"" 2', 'Unknown ""Teen"" 3', 'Unknown ""Teen"" 4', 'Unknown ""Teen"" 5', 'Unknown ""Teen"" 6']",https://spongebob.fandom.com/wiki/Whale_Watching,325-1144,11,233a,"August 6, 2018",6:00 pm,2018,1.59,"10 minutes, 58 seconds","""Krusty Kleaners""",Andrew Goodman,John Trabbic,,Bob Jaques,,"""Krusty Kleaners""","""Shopping List""",,Dave Cunningham,,,"['Marc Ceccarelli', 'Vincent Waller']",,
Krusty Kleaners,"['SpongeBob SquarePants', 'Patrick Star', 'Mr. Krabs', 'Female boss', 'Trash bot', 'Incidentals', 'Incidental 119', 'Incidental 115', 'Doctor 3', 'Incidental 67', 'Incidental 104', 'Carol', 'BusinessFish 50', 'Fred', 'Davy Jones', 'Copier', 'Coffeemaker', 'Soda machine', 'Microwave oven', 'Shredinator 3000']",https://spongebob.fandom.com/wiki/Krusty_Kleaners,325-1151,11,233b,"August 7, 2018",6:00 pm,2018,1.40,"10 minutes, 58 seconds","""Whale Watching""",Kaz,Brian Morante,,Alan Smart,,"""Patnocchio""","""Whale Watching""",,Sherm Cohen,,,"['Marc Ceccarelli', 'Vincent Waller']",,
Patnocchio,"['SpongeBob SquarePants', 'Patrick Star', 'Sheldon J. Plankton', 'Karen Plankton', 'Pearl Krabs', 'Walter the Waiter', 'Goofy Goober', 'Geppetto', 'Pinocchio', 'Conscience', 'Hate fish', 'Fat hairy fish', 'Incidentals', 'Mohawk brute 1', 'Fred', 'Incidental 151', 'Charlie', 'Incidental 41', 'Incidental 37A']",https://spongebob.fandom.com/wiki/Patnocchio,325-1146,11,234a,"August 8, 2018",6:00 pm,2018,1.22,"10 minutes, 56 seconds","""ChefBob""",Doug Lawrence,Fred Osmond,,Tom Yasumi,,"""ChefBob""","""Krusty Kleaners""",,Adam Paloian,,,"['Marc Ceccarelli', 'Vincent Waller']",,
ChefBob,"['SpongeBob SquarePants', 'ChefBob', 'Squidward Tentacles', 'Eugene H. Krabs', 'Bubble Bass', 'Incidentals', 'Incidental 46', 'Incidental 107', 'Incidental 106', 'Incidental 104', 'Incidental 40', 'Frank', 'Incidental 150', 'Incidental 45', 'Incidental 49', 'Incidental 48', 'Incidental 41', 'Incidental 14', 'Incidental 9', 'Tom', 'Incidental 16', 'Scooter', 'Incidental 7', 'Incidental 10', 'Incidental 41', 'Incidental 30', 'Incidental 36', 'Incidental 27', 'Incidental 42', 'Incidental 64', 'Incidental 2', 'Incidental 8', 'Incidental 30A', 'Incidental 15', 'Dale', 'Incidental 20', 'Incidental 23', 'Billy', 'Incidental 67', 'Incidental 11', 'Incidental 2', 'Carol', 'Incidental F4', 'Incidental 63', 'Incidental 37A', 'Incidental 152', 'Incidental 60', 'Incidental 47', 'Incidental 31']",https://spongebob.fandom.com/wiki/ChefBob,325-1145,11,234b,"August 9, 2018",6:00 pm,2018,1.04,"10 minutes, 51 seconds","""Patnocchio""",Kaz,Kelly Armstrong,,Alan Smart,,"""Plankton Paranoia""","""Patnocchio""",,Dave Cunningham,,,"['Marc Ceccarelli', 'Vincent Waller']",,
Plankton Paranoia,"['SpongeBob SquarePants', 'Patrick Star', 'Squidward Tentacles', 'Eugene H. Krabs', 'Sandy Cheeks', 'Sheldon J. Plankton', 'Pearl Krabs', 'Mrs. Puff', 'French Narrator', 'Jellyfish', 'Old Man Jenkins', 'trash inspectors', 'Incidentals', 'Old Man Walker', 'Fred', 'Incidental 42', 'Incidental 64', 'Incidental 95', 'Incidental 69', 'Incidental 104', 'Incidental 16', 'Frank', 'Tom', 'Incidental 166', 'Incidental 31', 'Incidental 82', 'Billy', 'Incidental 41', 'Incidental 60', 'Incidental 106', 'Incidental 13', 'Dale', 'Incidental 152', 'Incidental 27', 'Incidental 159', 'Incidental 12', 'Incidental 20', 'Incidental 49']",https://spongebob.fandom.com/wiki/Plankton_Paranoia,325-1139,11,235a,"September 26, 2018",6:00 pm,2018,1.18,"10 minutes, 53 seconds","""Library Cards""",Luke Brookshier,John Trabbic,,Tom Yasumi,,"""Library Cards""","""ChefBob""",John Gegenhuber as Old Man Jenkins,Adam Paloian,,,"['Marc Ceccarelli', 'Vincent Waller']",,
Library Cards,"['SpongeBob SquarePants', 'Patrick Star', ""Patrick's brain"", 'Gary the Snail', 'Sir Urchin', 'Snail Fail', 'Incidental 103']",https://spongebob.fandom.com/wiki/Library_Cards,325-1152,11,235b,"September 25, 2018",6:00 pm,2018,1.25,"10 minutes, 59 seconds","""Plankton Paranoia""",Doug Lawrence,Fred Osmond,,Bob Jaques,,"""Call the Cops""","""Plankton Paranoia""",Kevin Michael Richardson as Sir Urchin,Sherm Cohen,,,"['Marc Ceccarelli', 'Vincent Waller']",,
Call the Cops,"['SpongeBob SquarePants', 'Squidward Tentacles', 'Sheldon J. Plankton', 'Eugene H. Krabs', 'Patrick Star', 'Tattletale Strangler', 'Mermaid Man', 'Barnacle Boy', 'Salesman', 'Incidentals', 'Helen the Felon', 'Incidental 30', 'Incidental 47', 'Incidental 10', 'Incidental 41', 'Incidental 48', 'Incidental 118D', 'Incidental 37A', 'Incidental 104', 'Incidental 17', 'Incidental 16', 'Incidental 3', 'Incidental 31', 'Frank', 'Incidental 162', 'Incidental 174', 'Incidental CM19', 'Incidental 91', 'Business man', 'Tom', 'Incidental 60', 'Incidental 118A', 'Fred', 'Old Man Walker', 'Incidental 80', 'Incidental 82', 'Incidental 81', 'Incidental 92', 'Mary']",https://spongebob.fandom.com/wiki/Call_the_Cops,325-1157,11,236a,"September 27, 2018",6:00 pm,2018,1.19,"10 minutes, 57 seconds","""Surf N' Turf""",Kaz,John Trabbic,,Bob Jaques,,"""Surf N' Turf""","""Library Cards""",,Sherm Cohen,,,"['Marc Ceccarelli', 'Vincent Waller']",,
Surf N' Turf,"['SpongeBob SquarePants', 'Sandy Cheeks', 'Eugene H. Krabs', 'Sheldon J. Plankton', 'Patrick Star', 'Fiasco', 'Judge', 'Ma Cheeks', 'Pa Cheeks', 'Incidentals', 'Incidental 41', 'Incidental 42', 'Incidental 49', 'Harold', 'Incidental 37A', 'Don the Whale', 'Incidental 107', 'Incidental 150', 'Incidental 104', 'Incidental 37B', 'Incidental 105', 'Incidental 16', 'Incidental 67', 'Old Man Walker', 'Billy', 'Incidental 106', 'Incidental 27', 'Incidental 63', 'Sandals', 'Incidental 153', 'Incidental 151', 'Incidental 60', 'Incidental 13', 'Lenny', 'Incidental 2', 'Incidental 14', 'Steven', 'Incidental 115', 'Incidental 103', 'Incidental 106', 'Carol', 'Incidental 69', 'Incidental 48', 'Incidental 8', 'Tom', 'Incidental 150', 'Incidental 64', 'Incidental 92', 'Incidental 46', 'Incidental 45', 'Fred', 'Incidental 47', 'Incidental 40', 'Dale', 'Billy', 'Incidental 30']",https://spongebob.fandom.com/wiki/Surf_N%27_Turf,325-1156,11,236b,"October 23, 2018",11:00 am,2018,1.40,"10 minutes, 50 seconds","""Call the Cops""",Kaz,Zeus Cervas,,Alan Smart,,"""Goons on the Moon""","""Call the Cops""",,Dave Cunningham,,,"['Marc Ceccarelli', 'Vincent Waller']",,
Goons on the Moon,"['SpongeBob SquarePants', 'Sandy Cheeks', 'Pearl Krabs', 'Santa Claus', 'Squidward Tentacles', 'Storyboard artist', 'Rodger Bumpass', 'Adam Paloian', 'Squidina Star', 'Vulture', 'Country squirrel', 'Mermaid Man', 'Barnacle Boy', 'Bubble Bass', 'Patrick Star', 'Seagull', 'Wormy', 'Incidental 41', 'Incidental 14', 'Incidental 64', 'Incidental 106', 'Incidental 6', 'Incidental 48', 'Incidental 4', 'Incidental 60', 'Incidental 27', 'Incidental 107', 'Incidental 82', 'Incidental 46', 'Incidental 47', 'Incidental 92', 'Incidental 65', 'Incidental 105', 'Incidental 104', 'Incidental 108', 'King Neptune', 'Margaret SquarePants', 'Mrs. Krabs', 'Charlie', 'Incidental 13', 'Incidental 15', 'Incidental 16', 'Incidental 17', 'Incidental 18', 'Dodo', 'Incidental 21', 'Carol', 'Incidental 24', 'Incidental 25', 'Incidental 26', 'Incidental 28', 'Incidental 29', 'Incidental 30', 'Incidental 30A', 'Incidental 31', 'Incidental 37A', 'Incidental 37B', 'Scooter', 'Incidental 39', 'Incidental 40', 'Incidental 42', 'Incidental 45', 'Incidental 46', 'Incidental 47', 'Incidental 48', 'Incidental 49A', 'Incidental 49', 'Incidental 63', 'Incidental 67', 'Incidental 68', 'Incidental 69', 'Harris', 'Incidental 80', 'Incidental 81', 'Old Man Walker', 'Incidental 84', 'Incidental 85', 'Incidental 86', 'Incidental 87', 'Incidental 90', 'Incidental 91', 'Incidental 93', 'Incidental 94', 'Incidental 102', 'Incidental 103', 'Lenny', 'Incidental 115', 'Incidental 116', 'Incidental 118', 'Incidental 119', 'Incidental 150', 'Incidental 151', 'Incidental 152', 'Incidental 153', 'Incidental 154', 'Incidental 155', 'Sandals', 'Incidental 157', 'Incidental 158']",https://spongebob.fandom.com/wiki/Goons_on_the_Moon,"['325-1120', '325-1121']",11,237,"November 25, 2018",11:00 am,2018,1.34,"21 minutes, 55 seconds",,Kaz,Brian Morante,,"['Alan Smart', 'Tom Yasumi']",,"""Appointment TV""","""Surf N' Turf""",Lewis Black as Santa Claus,"['Dave Cunningham', 'Adam Paloian']",,,"['Marc Ceccarelli', 'Vincent Waller']",,
Appointment TV,"['SpongeBob SquarePants', 'Patrick Star', 'Barnacle Boy', 'Gary the Snail', 'Dirty Bubble', 'Eugene H. Krabs', 'Squidward Tentacles', 'Sheldon J. Plankton', 'Man Ray', 'Mrs. Puff', 'Atomic Flounder', 'Sandy Cheeks', 'Miss Appear', 'Bubble Bass', 'Larry the Lobster', 'Mermaid Man', 'Flying Dutchman', 'Old Man Jenkins', 'Santa Claus', 'French Narrator', 'The Moth', 'Sinister Slug', 'Impound worker', 'Incidentals', 'Incidental 41', 'Fred', 'Incidental 82', 'Old Man Walker', 'Incidental 92', 'Incidental 85', 'Incidental 81', 'Incidental 46', 'Incidental 115']",https://spongebob.fandom.com/wiki/Appointment_TV,325-1127,11,238a,"October 28, 2018",11:00 am,2018,1.25,"10 minutes, 59 seconds","""Karen's Virus""",Andrew Goodman,John Trabbic,,Bob Jaques,,"""Karen's Virus""","""Goons on the Moon""",,Sherm Cohen,,,"['Marc Ceccarelli', 'Vincent Waller']",,
Karen's Virus,"['SpongeBob SquarePants', 'Off Model SpongeBob', 'Squidward Tentacles', 'Gnarly Squid', 'Eugene H. Krabs', 'Money Krabs', 'Sheldon J. Plankton', 'Ideal Plankton', 'Karen Plankton', 'Virus', 'Female hick', 'Hanna', 'Robot SpongeBob', ""Plankton's cousins"", 'Old Man Jenkins', 'Granny Plankton', 'King Neptune', 'Incidentals', 'Incidental 69', 'Incidental 68', 'Incidental 48', 'Incidental 41', 'Incidental 67', 'Incidental 37B', 'Fred', 'Incidental 82', '""HB"" incidentals', 'Incidental HB1', 'Incidental HB2', 'Incidental HB3', 'Incidental HB4', 'Incidental HB5', 'Incidental HB6']",https://spongebob.fandom.com/wiki/Karen%27s_Virus,325-1112,11,238b,"November 4, 2018",11:00 am,2018,1.20,11 minutes,"""Appointment TV""",Kaz,Fred Osmond,,"['Alan Smart', 'Tom Yasumi']",,"""The Grill is Gone""","""Appointment TV""",Jordan Speer as special guest designer,Adam Paloian,,,"['Marc Ceccarelli', 'Vincent Waller']",,
The Grill is Gone,"['SpongeBob SquarePants', ""SpongeBob's heart"", 'Squidward Tentacles', 'Eugene H. Krabs', 'Incidentals', 'Frank', 'Fred', 'Incidental 36', 'Incidental 13', 'Incidental 107', 'Incidental 115', 'Incidental 7', 'Billy', 'Sandals', 'Incidental 164', 'Incidental 171', 'Incidental 183', 'Incidental 184', 'Incidental 37B', 'Incidental 47', 'Incidental 41', 'Incidental 181', 'Incidental 182', 'Incidental 93', 'Sheldon J. Plankton', 'Unnamed purple worm', 'Bubble Bass', 'French Narrator']",https://spongebob.fandom.com/wiki/The_Grill_is_Gone,325-1148,11,239a,"October 21, 2018",11:15 am,2018,1.37,"10 minutes, 54 seconds","""The Night Patty""",Andrew Goodman,Fred Osmond,,Alan Smart,,"""The Night Patty""","""Karen's Virus""",,Adam Paloian,,,"['Marc Ceccarelli', 'Vincent Waller']",,
The Night Patty,"['SpongeBob SquarePants', 'Patrick Star', 'Eugene H. Krabs', 'French Narrator', 'Nosferatu', 'The Fisherman', 'Spongy Spongy', 'Heart man', 'Trench monsters', ""Sandy's robot"", 'Incidentals', 'Incidental 200', 'Incidental 201', 'Chuck', 'Incidental 204', 'Incidental 206', 'Incidental 207', 'Incidental 210', 'Bert', 'Incidental 212', 'Incidental 213', 'Incidental 214', 'Incidental 222', 'Jennifer', 'Nipples guy', 'Antenna fish', 'Chunky fish', 'Phyllosoma', 'Snipe eel', 'Multi-eyed fish', 'Goblin shark guy', 'Three eyed anglerfish', 'Surprise fish', 'Monster anglerfish', 'Organism', 'Slug lady', 'Flat fish', 'Egg fish', 'Spiky fin fish', 'Barreleye fish', 'Deep red jellyfish', 'Immortal jellyfish', 'Comb jelly', 'Pink see-through fantasia', 'Sucker', 'Invisible Stan', 'Squidabeth', 'Maitre D.', 'Barry Blobfish']",https://spongebob.fandom.com/wiki/The_Night_Patty,325-1150,11,239b,"October 21, 2018",11:00 am,2018,1.37,"10 minutes, 52 seconds","""The Grill is Gone""",Luke Brookshier,Kelly Armstrong,,Bob Jaques,,"""Bubbletown""","""The Grill is Gone""",Alexander Ward as Nosferatu,Dave Cunningham,,,"['Marc Ceccarelli', 'Vincent Waller']",,
Bubbletown,"['SpongeBob SquarePants', 'Bubble Buddy', 'Adorable bubble child', 'Eugene H. Krabs', 'Squidward Tentacles', 'French Narrator', 'Dirty Bubble', 'Duck bubble', 'Incidentals', 'Old Man Walker', 'Sandals', 'Mary', 'Incidental 48', 'Incidental 103', 'Billy', 'Incidental 107', 'Incidental 40', 'Fred', 'Incidental 41', 'Incidental 105', 'Carol', 'Incidental 49', 'Incidental 46', 'Incidental 63']",https://spongebob.fandom.com/wiki/Bubbletown,325-1113,11,240a,"October 28, 2018",11:15 am,2018,1.25,"10 minutes, 49 seconds","""Girls' Night Out""","['Andrew Goodman', 'John Trabbic']",John Trabbic,,"['Alan Smart', 'Tom Yasumi']",,"""Girls' Night Out""","""The Night Patty""",,Dave Cunningham,,,"['Marc Ceccarelli', 'Vincent Waller']",,
Girls' Night Out,"['SpongeBob SquarePants', 'Gal Pals', 'Karen Plankton', 'Sandy Cheeks', 'Mrs. Puff', 'Eugene H. Krabs', 'Sheldon J. Plankton', 'Incidentals', 'Incidental 154', 'Fred', 'Incidental 12', 'Incidental 153', 'Incidental 36', 'Incidental 151', 'Incidental 49', 'Incidental 103', 'Incidental 13', 'Incidental 42', 'Old Man Walker', 'Incidental 92', 'Dale', 'Incidental 150', 'Incidental 106', 'Incidental 152', 'Incidental 2', 'Incidental 45', 'Scooter', 'Sandals', 'Banana']",https://spongebob.fandom.com/wiki/Girls%27_Night_Out,325-1158,11,240b,"November 4, 2018",11:15 am,2018,1.20,"10 minutes, 42 seconds","""Bubbletown""",Doug Lawrence,Brian Morante,,Bob Jaques,,"""Squirrel Jelly""","""Bubbletown""",,Sherm Cohen,,,"['Marc Ceccarelli', 'Vincent Waller']",,
Squirrel Jelly,"['SpongeBob SquarePants', 'Patrick Star', 'Sandy Cheeks', 'Super Sandy', 'Squidward Tentacles', 'Eugene H. Krabs', 'Pearl Krabs', 'Jellyfish', 'Friend', 'Jelly buzz-saws', 'Giant jellyfish', 'Larry the Lobster', 'Incidentals', 'Incidental 103', 'Incidental 102', 'Incidental 150', 'Incidental 151', 'Scooter', 'Incidental 16', 'Incidental 13', 'Incidental 46', 'Incidental 36', 'Incidental 24', 'Charlie', 'Incidental 31', 'Incidental 6', 'Incidental 37A', 'Incidental 27', 'Incidental 10', 'Incidental 37B', 'Incidental 106']",https://spongebob.fandom.com/wiki/Squirrel_Jelly,"['325-1137', '325-1155']",11,241a,"November 18, 2018",11:00 am,2018,1.38,"16 minutes, 9 seconds","""The String""","['Zeus Cervas', 'Kaz']",Brian Morante,,Tom Yasumi,,"""The String""","""Girls' Night Out""",,"['Sherm Cohen', 'Adam Paloian (uncredited)']",,,"['Marc Ceccarelli', 'Vincent Waller']",,
The String,"['SpongeBob SquarePants', 'Squidward Tentacles', 'Incidentals', 'Fred', 'Incidental 49', 'Incidental 37B', 'Harris', 'Billy', 'Incidental 151', 'Incidental 34', 'Sea monkey', 'Man inc hat', 'Unknown incidental 7', 'Rich patron', 'Eugene H. Krabs', 'Sandy Cheeks', 'Pearl Krabs', 'Bubble Bass', 'Fisherman', 'Mike Bell', 'Taxi driver', 'Patrick Star']",https://spongebob.fandom.com/wiki/The_String,"['325-1215 (formerly)', '325-1159']",11,241b,"November 18, 2018",11:20 am,2018,1.38,"5 minutes, 46 seconds","""Squirrel Jelly""","['Luke Brookshier (uncredited)', 'Fred Osmond']",Fred Osmond,,"['Alan Smart', 'Tom Yasumi']",,"""FarmerBob""","""Squirrel Jelly""",Mike Bell as Fisherman,Adam Paloian,,,"['Marc Ceccarelli', 'Vincent Waller']",,
FarmerBob,"['SpongeBob SquarePants', 'Patrick Star', 'Old Man Jenkins', 'Eugene H. Krabs', ""Old Man Jenkins' barn"", ""Ol' Bessy"", 'Jellybee', 'Worm hogs', 'Clams', ""Old Man Jenkins' house"", 'Farmer aliens']",https://spongebob.fandom.com/wiki/FarmerBob,325-1202,12,242a,"November 11, 2018",11:15 am,2018,1.40,"10 minutes, 55 seconds","""Gary &amp; Spot""",Luke Brookshier,,John Trabbic,Alan Smart,,"""Gary &amp; Spot""","""The String""",John Gegenhuber as Old Man Jenkins and Cute Hog,Dave Cunningham,,,"['Marc Ceccarelli', 'Vincent Waller']",,
Gary & Spot,"['Sandy Cheeks', 'SpongeBob SquarePants', 'Gary the Snail', 'Spot', 'Patrick Star', 'Squidward Tentacles', 'Eugene H. Krabs', 'Sheldon J. Plankton', 'Karen Plankton', 'Marvin', 'Alice Wilson', 'Mystery the Seahorse', 'JK', 'Bully snail', 'Larry the Snail', 'Unknown purebred snail', 'Sea urchin', 'Sea bear', 'Incidentals', 'Fred', 'Incidental 30', 'Incidental 34', 'Incidental 37B', 'Incidental 42MINISTER', 'Incidental 46', 'Mr. Doodles', 'Incidental 104', 'Incidental 159', 'Snail 13', 'Unknown ""Snail"" 9', 'Unknown ""Snail"" 13', 'Puffy Fluff 2', 'Brian Morante caricature fish']",https://spongebob.fandom.com/wiki/Gary_%26_Spot,325-1201,12,242b,"March 16, 2019",11:15 am,2018,1.21,"10 minutes, 58 seconds","""FarmerBob""",Andrew Goodman,,Brian Morante,Andrew Overtoom,,"""The Nitwitting""","""FarmerBob""",,Sherm Cohen,,,"['Marc Ceccarelli', 'Vincent Waller']",,
The Nitwitting,"['SpongeBob SquarePants', 'Patrick Star', 'Incidentals', 'Incidental 1ISH', 'Steven', 'John', 'Incidental 6', 'Incidental 12', 'Incidental 14', 'Dodo', 'Carol', 'Charlie', 'Incidental 27', 'Incidental 30s', 'Incidental 30A', 'Incidental 36', 'Incidental 37A', 'Incidental 37B', 'Scooter', 'Incidental 39', 'Incidental 40', 'Incidental 42', 'Incidental 45', 'Incidental 46', 'Incidental 48', 'Incidental 49', 'Incidental 67', 'Incidental 69', 'Harris', 'Incidental 82', 'Old Man Walker', 'Incidental 90', 'Incidental 92', 'Incidental 93', 'Incidental 105', 'Incidental 106', 'Incidental 107', 'Lennys', 'Incidental FG3', '""EHS"" incidentals', 'Incidental EHS1', 'Incidental EHS2', 'Incidental EHS3', 'Incidental EHS4', 'Incidental EHS5', 'Incidental EHS6', 'Incidental EHS7', 'Incidental EHS8', 'Incidental EHS9', 'Incidental EHS10', 'Incidental EHS11', 'Incidental EHS12', 'Incidental EHS13', 'Incidental EHS14', 'Incidental EHS15', 'Incidental EHS16', 'Unknown ""EHS"" 1', 'F.E.M.A.', 'Sandy Cheeks', 'DoodleBob', 'Man Ray', 'Squidward Tentacles', 'Larry the Lobster', 'Gary the Snail', 'trash inspectors', 'R.A. PennyPincher', 'Ice Cream King', 'Little idiot']",https://spongebob.fandom.com/wiki/The_Nitwitting,325-1206,12,243a,"January 13, 2019",11:00 am,2018,1.05,"10 minutes, 59 seconds","""The Ballad of Filthy Muck""",Kaz,,Kelly Armstrong,Tom Yasumi,,"""The Ballad of Filthy Muck""","""Gary &amp; Spot""",Peter Browngardt as Ice Cream King,Adam Paloian,,,"['Marc Ceccarelli', 'Vincent Waller']",,
The Ballad of Filthy Muck,"['SpongeBob SquarePants', 'Patrick Star', 'Filthy Muck', 'Eugene H. Krabs', 'Squidward Tentacles', 'Mrs. Puff', 'Old Man Jenkins', 'Jellyfish', 'French Narrator', 'Rube Goldfish', 'Administrator Flotsam', 'Sprat Morty', 'Lady Upturn', 'Incidentals', 'Fred', 'Incidental 41', 'Steven', 'Charlie', 'Musician 3', 'Incidental 41', 'Incidental 36', 'Incidental 49', 'Incidental 31', 'Incidental 45', 'Incidental 37B', 'Incidental 64', 'Carol', 'Sandals', 'Incidental 24', 'Incidental 14', 'Incidental 151', 'Incidental 65', 'Incidental 9', 'Incidental 8', 'Incidental 118C', 'Incidental 104', 'Incidental 105', 'King Neptune']",https://spongebob.fandom.com/wiki/The_Ballad_of_Filthy_Muck,325-1211,12,243b,"January 20, 2019",11:00 am,2018,0.95,"10 minutes, 54 seconds","""The Nitwitting""","['Kaz', 'Vincent Waller (additional writing)', 'Marc Ceccarelli (additional writing)', 'Doug Lawrence (additional writing)', 'Andrew Goodman (additional writing)', 'Luke Brookshier (additional writing)']",,Fred Osmond,Alan Smart,,"""The Krusty Slammer""","""The Nitwitting""","Fred Tatasciore, singer of the Filthy Muck song",Dave Cunningham,,,"['Marc Ceccarelli', 'Vincent Waller']",,
